,job_title,department,salary,Join Date
332,SANITATION LABORER,STREETS & SAN,$70969.6,2000-09-15 00:00:00
333,POLICE COMMUNICATIONS OPERATOR I,OEMC,$60648.0,2000-10-03 00:00:00
334,CROSSING GUARD,POLICE,$16525.6,2000-10-25 00:00:00
335,ACCOUNTING TECHNICIAN III,HEALTH,$76428.0,2000-12-03 00:00:00
336,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-01-17 00:00:00
337,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-11-09 00:00:00
338,LAW CLERK,LAW,$25152.4,2000-05-17 00:00:00
339,POLICE OFFICER,POLICE,$75372.0,2000-09-18 00:00:00
340,POLICE OFFICER,POLICE,$75372.0,2000-10-24 00:00:00
341,PUBLIC HEALTH NURSE II,HEALTH,$91692.0,2000-04-23 00:00:00
342,POLICE OFFICER,POLICE,$80724.0,2000-12-09 00:00:00
343,LIBRARY ASSOCIATE - HOURLY,PUBLIC LIBRARY,$23628.8,2000-03-23 00:00:00
344,TRAFFIC SIGNAL REPAIRMAN,TRANSPORTN,$93288.0,2000-08-24 00:00:00
345,POLICE OFFICER,POLICE,$75372.0,2000-07-03 00:00:00
346,POLICE OFFICER,POLICE,$78012.0,2000-02-23 00:00:00
347,LABORER - APPRENTICE,WATER MGMNT,$69264.0,2000-02-07 00:00:00
348,POLICE OFFICER,POLICE,$86130.0,2000-07-20 00:00:00
349,SERGEANT,POLICE,$99444.0,2000-10-14 00:00:00
350,DEPUTY CITY TREASURER,TREASURER,$113898.0,2000-02-01 00:00:00
351,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$87372.0,2000-01-08 00:00:00
352,POLICE OFFICER,POLICE,$83706.0,2000-09-18 00:00:00
353,WATCHMAN,WATER MGMNT,$43097.6,2000-12-10 00:00:00
354,SANITATION LABORER,STREETS & SAN,$70969.6,2000-02-20 00:00:00
355,FIREFIGHTER,FIRE,$80724.0,2000-05-21 00:00:00
356,POLICE OFFICER,POLICE,$78012.0,2000-03-21 00:00:00
357,POLICE OFFICER,POLICE,$61530.0,2000-07-23 00:00:00
358,MOTOR TRUCK DRIVER,TRANSPORTN,$70408.0,2000-01-22 00:00:00
359,POLICE OFFICER,POLICE,$43104.0,2000-07-09 00:00:00
360,POLICE OFFICER,POLICE,$80724.0,2000-06-03 00:00:00
361,FIREFIGHTER-EMT,FIRE,$79140.0,2000-08-13 00:00:00
362,PLUMBER,WATER MGMNT,$95784.0,2000-10-21 00:00:00
363,PROPERTY CUSTODIAN,POLICE,$63456.0,2000-08-09 00:00:00
364,AIRPORT FACILITIES MANAGER,AVIATION,$69684.0,2000-12-14 00:00:00
365,POLICE OFFICER,POLICE,$78012.0,2000-04-20 00:00:00
366,POLICE OFFICER,POLICE,$78012.0,2000-09-05 00:00:00
367,FIREFIGHTER,FIRE,$50490.0,2000-05-10 00:00:00
368,POLICE OFFICER,POLICE,$75372.0,2000-09-10 00:00:00
369,SERGEANT,POLICE,$105864.0,2000-08-07 00:00:00
370,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-07-17 00:00:00
371,CROSSING GUARD,POLICE,$21912.8,2000-04-15 00:00:00
372,LABORER,TRANSPORTN,$76960.0,2000-10-07 00:00:00
373,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$87372.0,2000-10-27 00:00:00
374,DEPUTY CHIEF,POLICE,$162012.0,2000-10-21 00:00:00
375,POLICE OFFICER,POLICE,$75372.0,2000-12-03 00:00:00
376,POLICE OFFICER,POLICE,$80724.0,2000-08-26 00:00:00
377,CROSSING GUARD,POLICE,$18148.0,2000-08-05 00:00:00
378,DETENTION AIDE,POLICE,$63552.0,2000-01-05 00:00:00
379,AMBULANCE COMMANDER,FIRE,$112206.0,2000-06-10 00:00:00
380,POLICE OFFICER,POLICE,$80724.0,2000-08-18 00:00:00
381,POLICE OFFICER,POLICE,$83706.0,2000-08-08 00:00:00
382,POLICE OFFICER,POLICE,$78012.0,2000-12-06 00:00:00
383,CROSSING GUARD,POLICE,$17316.0,2000-05-12 00:00:00
384,SANITATION LABORER,STREETS & SAN,$70969.6,2000-11-25 00:00:00
385,FOSTER GRANDPARENT,FAMILY & SUPPORT,$2756.0,2000-07-11 00:00:00
386,CAPTAIN,POLICE,$125790.0,2000-02-22 00:00:00
387,PARKING ENFORCEMENT AIDE,FINANCE,$45924.0,2000-04-03 00:00:00
388,TRAFFIC ENFORCEMENT TECH,FINANCE,$29120.0,2000-12-08 00:00:00
389,CROSSING GUARD,POLICE,$19895.2,2000-11-14 00:00:00
390,POLICE OFFICER,POLICE,$75372.0,2000-01-04 00:00:00
391,FIELD SERVICE SPECIALIST III,TRANSPORTN,$83220.0,2000-02-11 00:00:00
392,ASST DISTRICT SUPERINTENDENT,WATER MGMNT,$102024.0,2000-08-27 00:00:00
393,SANITATION LABORER,STREETS & SAN,$63876.8,2000-08-17 00:00:00
394,TESTING ADMINISTRATOR,HUMAN RESOURCES,$62964.0,2000-01-28 00:00:00
395,POLICE OFFICER,POLICE,$80724.0,2000-02-03 00:00:00
396,STAFF ASST TO THE ALDERMAN,CITY COUNCIL,$52980.0,2000-03-10 00:00:00
397,POLICE OFFICER,POLICE,$43104.0,2000-06-28 00:00:00
398,POLICE OFFICER,POLICE,$80724.0,2000-12-19 00:00:00
399,POLICE OFFICER,POLICE,$75372.0,2000-09-12 00:00:00
400,POLICE OFFICER,POLICE,$78012.0,2000-05-22 00:00:00
401,AVIATION SECURITY OFFICER,AVIATION,$76452.0,2000-12-25 00:00:00
402,SUPERVISING VIDEOGRAPHER,BUSINESS AFFAIRS,$73752.0,2000-05-01 00:00:00
403,HOISTING ENGINEER,WATER MGMNT,$95888.0,2000-06-28 00:00:00
404,HOISTING ENGINEER,WATER MGMNT,$95888.0,2000-06-01 00:00:00
405,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$90540.0,2000-09-27 00:00:00
406,CROSSING GUARD,POLICE,$17316.0,2000-03-08 00:00:00
407,SANITATION CLERK,STREETS & SAN,$60156.0,2000-02-19 00:00:00
408,EXECUTIVE DIR OF ANIMAL CARE AND CONTROL,ANIMAL CONTRL,$138420.0,2000-09-04 00:00:00
409,POLICE OFFICER,POLICE,$78012.0,2000-12-02 00:00:00
410,FIREFIGHTER-EMT,FIRE,$81906.0,2000-07-23 00:00:00
411,POLICE OFFICER,POLICE,$78012.0,2000-05-21 00:00:00
412,POLICE OFFICER,POLICE,$75372.0,2000-08-06 00:00:00
413,PROJECT MANAGER - BUILDINGS,BUILDINGS,$99648.0,2000-06-13 00:00:00
414,FILTRATION ENGINEER IV,WATER MGMNT,$99648.0,2000-02-21 00:00:00
415,CROSSING GUARD,POLICE,$17316.0,2000-08-08 00:00:00
416,CONSTRUCTION LABORER,WATER MGMNT,$76960.0,2000-06-07 00:00:00
417,POLICE OFFICER,POLICE,$80724.0,2000-03-07 00:00:00
418,OPERATING ENGINEER-GROUP A,AVIATION,$96262.4,2000-02-12 00:00:00
419,MOTOR TRUCK DRIVER,TRANSPORTN,$70408.0,2000-05-11 00:00:00
420,LABORER,AVIATION,$65249.6,2000-10-20 00:00:00
421,COMMUNICABLE DISEASE CONTROL INVESTIGATOR II,HEALTH,$60600.0,2000-10-15 00:00:00
422,SANITATION LABORER,STREETS & SAN,$70969.6,2000-12-27 00:00:00
423,POLICE OFFICER,POLICE,$75372.0,2000-09-08 00:00:00
424,MANAGER OF POLICE PAYROLLS,POLICE,$97728.0,2000-12-05 00:00:00
425,POLICE OFFICER,POLICE,$75372.0,2000-06-17 00:00:00
426,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-07-04 00:00:00
427,OPERATING ENGINEER-GROUP A,GENERAL SERVICES,$96262.4,2000-10-04 00:00:00
428,POLICE OFFICER,POLICE,$80724.0,2000-09-01 00:00:00
429,CONSTRUCTION LABORER,WATER MGMNT,$76960.0,2000-10-01 00:00:00
430,POLICE CADET,POLICE,$9360.0,2000-04-09 00:00:00
431,SENIOR TELECOMMUNICATIONS SPECIALIST,DoIT,$76428.0,2000-07-12 00:00:00
432,STAFF ASST TO THE ALDERMAN,CITY COUNCIL,$54288.0,2000-08-27 00:00:00
433,FIRE ENGINEER-EMT,FIRE,$97836.0,2000-04-14 00:00:00
434,CEMENT FINISHER,TRANSPORTN,$92248.0,2000-04-16 00:00:00
435,OPERATING ENGINEER-GROUP A,WATER MGMNT,$96262.4,2000-11-20 00:00:00
436,LIBRARY PAGE,PUBLIC LIBRARY,$11044.8,2000-03-18 00:00:00
437,FIRE ENGINEER-EMT,FIRE,$95076.0,2000-01-23 00:00:00
438,PARAMEDIC,FIRE,$78012.0,2000-05-28 00:00:00
439,LIBRARY PAGE,PUBLIC LIBRARY,$11044.8,2000-10-05 00:00:00
440,FIREFIGHTER,FIRE,$83982.0,2000-12-04 00:00:00
441,CLERK IV,POLICE,$57828.0,2000-01-21 00:00:00
442,EXPLOSIVES TECHNICIAN I,POLICE,$96648.0,2000-01-18 00:00:00
443,STUDENT INTERN,CULTURAL AFFAIRS,$18200.0,2000-06-18 00:00:00
444,PAYMENT SERVICES REPRESENTATIVE,FINANCE,$57828.0,2000-01-01 00:00:00
445,DISABILITY SPECIALIST II,DISABILITIES,$76524.0,2000-05-14 00:00:00
446,FIRE ENGINEER-EMT,FIRE,$91740.0,2000-09-17 00:00:00
447,SERGEANT,POLICE,$105864.0,2000-10-08 00:00:00
448,FIREFIGHTER,FIRE,$83982.0,2000-02-05 00:00:00
449,POLICE OFFICER,POLICE,$78012.0,2000-10-22 00:00:00
450,POLICE OFFICER,POLICE,$80724.0,2000-10-09 00:00:00
451,POLICE OFFICER,POLICE,$83706.0,2000-12-22 00:00:00
452,FIREFIGHTER-EMT,FIRE,$84762.0,2000-11-03 00:00:00
453,POLICE AGENT,POLICE,$87918.0,2000-12-22 00:00:00
454,DIR OF PERSONNEL POLICIES AND UTILIZATION,GENERAL SERVICES,$89364.0,2000-10-27 00:00:00
455,TRAFFIC CONTROL AIDE-HOURLY,OEMC,$19458.4,2000-09-18 00:00:00
456,CROSSING GUARD,POLICE,$17316.0,2000-03-16 00:00:00
457,ACCOUNTANT I,TREASURER,$69300.0,2000-08-26 00:00:00
458,POLICE OFFICER,POLICE,$83706.0,2000-04-05 00:00:00
459,POLICE OFFICER,POLICE,$83706.0,2000-11-04 00:00:00
460,POLICE OFFICER,POLICE,$80724.0,2000-07-10 00:00:00
461,POLICE OFFICER,POLICE,$78012.0,2000-08-22 00:00:00
462,SERGEANT,POLICE,$105864.0,2000-09-23 00:00:00
463,POLICE COMMUNICATIONS OPERATOR I,OEMC,$66552.0,2000-09-22 00:00:00
464,STAFF ASST,FINANCE,$71796.0,2000-05-09 00:00:00
465,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-09-07 00:00:00
466,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$90540.0,2000-10-08 00:00:00
467,POLICE OFFICER,POLICE,$83706.0,2000-06-08 00:00:00
468,ACCOUNTANT IV,FINANCE,$86532.0,2000-12-18 00:00:00
469,POLICE OFFICER,POLICE,$86130.0,2000-09-13 00:00:00
470,CROSSING GUARD - PER AGREEMENT,POLICE,$20436.0,2000-05-21 00:00:00
471,CROSSING GUARD,POLICE,$21912.8,2000-12-09 00:00:00
472,POLICE OFFICER (ASGND AS MARINE OFFICER),POLICE,$87918.0,2000-10-03 00:00:00
473,SANITATION LABORER,STREETS & SAN,$70969.6,2000-05-23 00:00:00
474,PARAMEDIC I/C,FIRE,$81672.0,2000-09-27 00:00:00
475,CROSSING GUARD,POLICE,$17316.0,2000-10-16 00:00:00
476,LIBRARY ASSOCIATE - HOURLY,PUBLIC LIBRARY,$23628.8,2000-11-16 00:00:00
477,BRIDGE OPERATOR,TRANSPORTN,$63048.0,2000-03-27 00:00:00
478,POLICE OFFICER,POLICE,$78012.0,2000-07-01 00:00:00
479,POLICE OFFICER,POLICE,$83706.0,2000-02-16 00:00:00
480,POLICE OFFICER,POLICE,$78012.0,2000-02-15 00:00:00
481,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-09-08 00:00:00
482,MACHINIST,WATER MGMNT,$91353.6,2000-12-13 00:00:00
483,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-10-18 00:00:00
484,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-08-27 00:00:00
485,CIVIL ENGINEER III,WATER MGMNT,$91224.0,2000-07-15 00:00:00
486,LIBRARY CLERK,PUBLIC LIBRARY,$39912.0,2000-04-17 00:00:00
487,LABORER,AVIATION,$65249.6,2000-09-12 00:00:00
488,ADMINISTRATIVE ASST II,BUILDINGS,$60600.0,2000-10-23 00:00:00
489,POLICE OFFICER,POLICE,$75372.0,2000-10-18 00:00:00
490,FOREMAN OF CONSTRUCTION LABORERS,TRANSPORTN,$79248.0,2000-11-14 00:00:00
491,SANITATION LABORER,STREETS & SAN,$70969.6,2000-05-28 00:00:00
492,ANIMAL CONTROL OFFICER,ANIMAL CONTRL,$66552.0,2000-04-20 00:00:00
493,SANITATION LABORER,STREETS & SAN,$70969.6,2000-01-24 00:00:00
494,DEPUTY DISTRICT CHIEF,FIRE,$148914.0,2000-10-12 00:00:00
495,POLICE OFFICER / FLD TRNG OFFICER,POLICE,$87918.0,2000-07-08 00:00:00
496,ADMINISTRATIVE ASST III,PUBLIC LIBRARY,$69648.0,2000-03-15 00:00:00
497,GENERAL LABORER - DSS,STREETS & SAN,$41849.6,2000-05-07 00:00:00
498,SANITATION LABORER,STREETS & SAN,$70969.6,2000-01-24 00:00:00
499,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-09-17 00:00:00
500,FIRE ENGINEER-EMT,FIRE,$91740.0,2000-05-11 00:00:00
501,ASST TO THE ALDERMAN,CITY COUNCIL,$72540.0,2000-12-16 00:00:00
502,MACHINIST (AUTOMOTIVE),GENERAL SERVICES,$91353.6,2000-03-19 00:00:00
503,ANIMAL CONTROL OFFICER,ANIMAL CONTRL,$57900.0,2000-04-08 00:00:00
504,FIREFIGHTER,FIRE,$80724.0,2000-10-10 00:00:00
505,MOTOR TRUCK DRIVER,AVIATION,$70408.0,2000-07-17 00:00:00
506,POLICE OFFICER,POLICE,$78012.0,2000-01-01 00:00:00
507,AVIATION SECURITY OFFICER,AVIATION,$57900.0,2000-10-03 00:00:00
508,HOISTING ENGINEER,WATER MGMNT,$95888.0,2000-09-28 00:00:00
509,POLICE OFFICER,POLICE,$78012.0,2000-11-12 00:00:00
510,AUDITOR I,FINANCE,$76524.0,2000-01-14 00:00:00
511,POLICE OFFICER,POLICE,$83706.0,2000-01-03 00:00:00
512,CLERK IV,FINANCE,$57828.0,2000-11-27 00:00:00
513,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$90540.0,2000-08-10 00:00:00
514,ADMINISTRATIVE ASST III,OEMC,$63456.0,2000-04-18 00:00:00
515,PUBLIC HEALTH ADMINISTRATOR III,HEALTH,$80916.0,2000-12-14 00:00:00
516,POLICE OFFICER,POLICE,$78012.0,2000-03-10 00:00:00
517,POLICE OFFICER,POLICE,$80724.0,2000-05-19 00:00:00
518,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$87372.0,2000-08-10 00:00:00
519,PAYROLL ADMINISTRATOR,FINANCE,$93024.0,2000-10-07 00:00:00
520,POLICE OFFICER,POLICE,$65016.0,2000-04-17 00:00:00
521,LIEUTENANT,FIRE,$102978.0,2000-10-19 00:00:00
522,CROSSING GUARD - PER AGREEMENT,POLICE,$16317.6,2000-10-01 00:00:00
523,POLICE OFFICER,POLICE,$78012.0,2000-02-25 00:00:00
524,POLICE OFFICER,POLICE,$78012.0,2000-11-01 00:00:00
525,POLICE OFFICER,POLICE,$68382.0,2000-05-15 00:00:00
526,ASST MANAGING EDITOR COUNCIL JOURNAL,CITY CLERK,$59796.0,2000-08-01 00:00:00
527,POLICE OFFICER (ASSIGNED AS EVIDENCE TECHNICIAN),POLICE,$87918.0,2000-03-02 00:00:00
528,STUDENT INTERN - CITY CLERK,CITY CLERK,$9880.0,2000-11-21 00:00:00
529,FIREFIGHTER,FIRE,$50490.0,2000-08-18 00:00:00
530,POLICE OFFICER,POLICE,$78012.0,2000-11-18 00:00:00
531,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-03-09 00:00:00
532,FIREFIGHTER,FIRE,$50490.0,2000-04-07 00:00:00
533,DIR OF LIBRARY - PROGRAMS AND EXHIBITS,PUBLIC LIBRARY,$105048.0,2000-09-28 00:00:00
534,SERGEANT,POLICE,$105864.0,2000-04-20 00:00:00
535,PAINTER,WATER MGMNT,$84760.0,2000-05-15 00:00:00
536,COORDINATING PLANNER,TRANSPORTN,$92064.0,2000-11-18 00:00:00
537,LIBRARY CLERK - HOURLY,PUBLIC LIBRARY,$15215.2,2000-11-28 00:00:00
538,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-06-18 00:00:00
539,CUSTODIAL WORKER,AVIATION,$41537.6,2000-05-26 00:00:00
540,POLICE OFFICER,POLICE,$75372.0,2000-06-03 00:00:00
541,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$87372.0,2000-05-14 00:00:00
542,COORD OF SPECIAL PROJECTS,BUSINESS AFFAIRS,$84780.0,2000-06-14 00:00:00
543,BUILDING/CONSTRUCTION INSPECTOR,BUILDINGS,$105024.0,2000-11-13 00:00:00
544,CONSTRUCTION LABORER,WATER MGMNT,$76960.0,2000-12-07 00:00:00
545,ADMINISTRATIVE ASST II,LAW,$52740.0,2000-02-05 00:00:00
546,LAW CLERK,LAW,$25152.4,2000-06-16 00:00:00
547,STAFF ASST,FAMILY & SUPPORT,$64548.0,2000-09-01 00:00:00
548,POLICE OFFICER,POLICE,$78012.0,2000-11-28 00:00:00
549,POLICE OFFICER,POLICE,$75372.0,2000-12-03 00:00:00
550,POLICE OFFICER,POLICE,$75372.0,2000-12-11 00:00:00
551,POLICE OFFICER,POLICE,$61530.0,2000-07-22 00:00:00
552,CIVIL ENGINEER IV,TRANSPORTN,$99648.0,2000-12-08 00:00:00
553,BATTALION CHIEF - EMT,FIRE,$128886.0,2000-10-05 00:00:00
554,BATTALION CHIEF,FIRE,$126402.0,2000-02-18 00:00:00
555,POLICE OFFICER,POLICE,$83706.0,2000-07-23 00:00:00
556,POLICE OFFICER,POLICE,$75372.0,2000-11-19 00:00:00
557,ENGINEERING TECHNICIAN IV,TRANSPORTN,$66024.0,2000-01-25 00:00:00
558,CAULKER,WATER MGMNT,$95784.0,2000-06-08 00:00:00
559,MOTOR TRUCK DRIVER,GENERAL SERVICES,$70408.0,2000-01-15 00:00:00
560,POLICE OFFICER,POLICE,$80724.0,2000-11-16 00:00:00
561,PERSONNEL ASSISTANT,POLICE,$60600.0,2000-10-05 00:00:00
562,POLICE OFFICER,POLICE,$75372.0,2000-07-15 00:00:00
563,POLICE OFFICER,POLICE,$78012.0,2000-11-05 00:00:00
564,SANITATION LABORER,STREETS & SAN,$70969.6,2000-05-25 00:00:00
565,SANITATION LABORER,STREETS & SAN,$75129.6,2000-06-28 00:00:00
566,SANITATION LABORER,STREETS & SAN,$70969.6,2000-12-09 00:00:00
567,POLICE OFFICER,POLICE,$78012.0,2000-08-07 00:00:00
568,POLICE OFFICER,POLICE,$80724.0,2000-06-28 00:00:00
569,POLICE OFFICER / FLD TRNG OFFICER,POLICE,$79170.0,2000-10-11 00:00:00
570,FIREFIGHTER,FIRE,$87324.0,2000-09-01 00:00:00
571,POLICE OFFICER,POLICE,$75372.0,2000-11-13 00:00:00
572,FIREFIGHTER,FIRE,$87324.0,2000-06-13 00:00:00
573,LINEMAN,OEMC,$93288.0,2000-10-24 00:00:00
574,CROSSING GUARD,POLICE,$16525.6,2000-01-28 00:00:00
575,PARKING INVESTIGATOR,FINANCE,$70380.0,2000-09-21 00:00:00
576,ASST CORPORATION COUNSEL,LAW,$66960.0,2000-04-24 00:00:00
577,SERGEANT,POLICE,$102564.0,2000-03-26 00:00:00
578,POLICE OFFICER,POLICE,$75372.0,2000-06-15 00:00:00
579,WEB AUTHOR,CITY CLERK,$63516.0,2000-12-09 00:00:00
580,PARAMEDIC,FIRE,$83982.0,2000-10-11 00:00:00
581,POLICE OFFICER,POLICE,$43104.0,2000-06-27 00:00:00
582,POLICE OFFICER,POLICE,$65016.0,2000-01-25 00:00:00
583,ENGINEERING TECHNICIAN IV,TRANSPORTN,$49788.0,2000-02-28 00:00:00
584,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$87372.0,2000-08-22 00:00:00
585,POLICE OFFICER,POLICE,$71748.0,2000-06-20 00:00:00
586,POLICE OFFICER,POLICE,$43104.0,2000-08-09 00:00:00
587,SERGEANT,POLICE,$99444.0,2000-08-22 00:00:00
588,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$63377.6,2000-08-08 00:00:00
589,POLICE OFFICER,POLICE,$75372.0,2000-02-03 00:00:00
590,POLICE OFFICER,POLICE,$78012.0,2000-07-11 00:00:00
591,POOL MOTOR TRUCK DRIVER,AVIATION,$70408.0,2000-12-01 00:00:00
592,LIEUTENANT-EMT,FIRE,$101484.0,2000-08-11 00:00:00
593,SANITATION LABORER,STREETS & SAN,$70969.6,2000-09-07 00:00:00
594,POLICE OFFICER,POLICE,$86130.0,2000-12-04 00:00:00
595,POLICE OFFICER,POLICE,$65016.0,2000-10-07 00:00:00
596,POLICE OFFICER,POLICE,$65016.0,2000-05-06 00:00:00
597,CUSTODIAL WORKER,AVIATION,$41537.6,2000-04-18 00:00:00
598,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-03-09 00:00:00
599,CHIEF CONTRACT EXPEDITER,WATER MGMNT,$88812.0,2000-08-13 00:00:00
600,DATA ENTRY OPERATOR,AVIATION,$41784.0,2000-12-23 00:00:00
601,POOL MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-08-21 00:00:00
602,CROSSING GUARD,POLICE,$20872.8,2000-06-14 00:00:00
603,SERGEANT,POLICE,$109278.0,2000-07-24 00:00:00
604,POLICE OFFICER,POLICE,$71748.0,2000-03-28 00:00:00
605,SANITATION LABORER,STREETS & SAN,$70969.6,2000-04-23 00:00:00
606,SERGEANT,POLICE,$99444.0,2000-08-11 00:00:00
607,SERGEANT,POLICE,$105864.0,2000-07-05 00:00:00
608,POLICE OFFICER,POLICE,$75372.0,2000-01-05 00:00:00
609,PARAMEDIC FIELD CHIEF,FIRE,$122748.0,2000-11-03 00:00:00
610,LIBRARY CLERK,PUBLIC LIBRARY,$41784.0,2000-05-19 00:00:00
611,BUILDING/CONSTRUCTION INSPECTOR,BUILDINGS,$82416.0,2000-11-24 00:00:00
612,LIBRARY CLERK - HOURLY,PUBLIC LIBRARY,$15215.2,2000-03-19 00:00:00
613,SANITATION LABORER,STREETS & SAN,$70969.6,2000-01-27 00:00:00
614,POLICE OFFICER,POLICE,$86130.0,2000-03-07 00:00:00
615,ASST TO THE COMMISSIONER,PROCUREMENT,$59004.0,2000-03-24 00:00:00
616,SERGEANT,POLICE,$109278.0,2000-01-17 00:00:00
617,MOTOR TRUCK DRIVER,GENERAL SERVICES,$70408.0,2000-12-26 00:00:00
618,POOL MOTOR TRUCK DRIVER,WATER MGMNT,$70408.0,2000-11-01 00:00:00
619,POLICE OFFICER,POLICE,$80724.0,2000-10-17 00:00:00
620,PUBLIC HEALTH ADMINISTRATOR II,HEALTH,$72936.0,2000-04-10 00:00:00
621,DIR OF FACILITIES MANAGEMENT,POLICE,$105828.0,2000-03-20 00:00:00
622,POLICE OFFICER,POLICE,$80724.0,2000-07-27 00:00:00
623,LEGISLATIVE AIDE,CITY COUNCIL,$12480.0,2000-12-06 00:00:00
624,PERSONAL COMPUTER OPERATOR II,WATER MGMNT,$55212.0,2000-09-26 00:00:00
625,MOTOR TRUCK DRIVER,TRANSPORTN,$70408.0,2000-08-14 00:00:00
626,POLICE OFFICER,POLICE,$80724.0,2000-12-27 00:00:00
627,LIEUTENANT,POLICE,$122718.0,2000-11-20 00:00:00
628,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$84396.0,2000-03-25 00:00:00
629,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$90540.0,2000-05-06 00:00:00
630,POLICE OFFICER,POLICE,$75372.0,2000-02-10 00:00:00
631,FIREFIGHTER-EMT,FIRE,$79140.0,2000-07-19 00:00:00
632,POLICE OFFICER (ASSIGNED AS DETECTIVE),POLICE,$90540.0,2000-08-27 00:00:00
633,DIR OF INFORMATION SYSTEMS,DoIT,$113208.0,2000-04-06 00:00:00
634,DIRECTOR OF FINANCE,OEMC,$92064.0,2000-10-04 00:00:00
635,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,$97332.0,2000-05-10 00:00:00
636,FIREFIGHTER-EMT,FIRE,$79140.0,2000-07-22 00:00:00
637,BOOTER - PARKING,FINANCE,$63440.0,2000-09-13 00:00:00
638,ASST CHIEF AIRPORT OPERATIONS SUPVSR,AVIATION,$95688.0,2000-12-04 00:00:00
639,DEPUTY MANAGING EDITOR COUNCIL JOURNAL,CITY CLERK,$102060.0,2000-05-02 00:00:00
640,POLICE OFFICER,POLICE,$80724.0,2000-09-01 00:00:00
641,POLICE OFFICER,POLICE,$75372.0,2000-02-06 00:00:00
642,POLICE OFFICER,POLICE,$78012.0,2000-03-08 00:00:00
643,MOTOR TRUCK DRIVER,STREETS & SAN,$70408.0,2000-02-22 00:00:00
644,MOTOR TRUCK DRIVER,WATER MGMNT,$70408.0,2000-02-19 00:00:00
645,FIREFIGHTER (PER ARBITRATORS AWARD)-PARAMEDIC,FIRE,$93930.0,2000-04-22 00:00:00
646,ASST CORPORATION COUNSEL SUPVSR,LAW,$118164.0,2000-07-17 00:00:00
647,LIBRARY PAGE,PUBLIC LIBRARY,$11044.8,2000-10-22 00:00:00
648,SUPERVISING INVESTIGATOR - IPRA,IPRA,$92988.0,2000-11-04 00:00:00
649,POLICE OFFICER,POLICE,$80724.0,2000-09-19 00:00:00
650,POLICE OFFICER,POLICE,$78012.0,2000-04-28 00:00:00
651,POLICE OFFICER,POLICE,$83706.0,2000-02-11 00:00:00
652,BUILDING/CONSTRUCTION INSPECTOR,BUILDINGS,$82416.0,2000-05-10 00:00:00
653,PARKING ENFORCEMENT AIDE,FINANCE,$52764.0,2000-08-23 00:00:00
654,PARKING INVESTIGATOR,FINANCE,$63276.0,2000-04-10 00:00:00
655,POLICE OFFICER,POLICE,$80724.0,2000-01-05 00:00:00
656,DETENTION AIDE,POLICE,$60648.0,2000-01-18 00:00:00
657,CLERK III,HEALTH,$50280.0,2000-11-25 00:00:00
658,POLICE OFFICER,POLICE,$61530.0,2000-09-08 00:00:00
659,FOREMAN OF HOISTING ENGINEERS,GENERAL SERVICES,$104208.0,2000-03-23 00:00:00
660,PROJECTS ADMINISTRATOR,TRANSPORTN,$94260.0,2000-01-23 00:00:00
661,POLICE OFFICER,POLICE,$75372.0,2000-03-21 00:00:00
662,INVESTIGATOR - IPRA III,IPRA,$100944.0,2000-12-25 00:00:00
663,FIREFIGHTER,FIRE,$50490.0,2000-05-11 00:00:00
664,TREE TRIMMER,STREETS & SAN,$73008.0,2000-01-28 00:00:00
665,FILTRATION ENGINEER III,WATER MGMNT,$91224.0,2000-12-21 00:00:00
666,POLICE OFFICER,POLICE,$43104.0,2000-02-26 00:00:00
667,AIRPORT OPERATIONS SUPVSR II,AVIATION,$75108.0,2000-10-27 00:00:00
668,POLICE OFFICER,POLICE,$61530.0,2000-10-07 00:00:00
